icecream_flavor,icecream_price,icecream_rating,customer_id,shop_city
cookies and cream,2.97,1,D7337,São Paulo
pistachio,7.85,4,D6506,Ribeirão Pires
mint chocolate chips,7.21,4,D3516,Ribeirão Pires
pistachio,4.32,1,B5052,Campinas
vanilla,5.66,1,D6895,Barueri
strawberry,7.88,3,B8212,Barueri
mint chocolate chips,2.48,4,C6739,São Paulo
mint chocolate chips,8.01,1,B8212,Ribeirão Pires
strawberry,8.38,3,B4383,Ribeirão Pires
strawberry,2.64,3,D6107,Campinas
chocolate,1.93,2,B3946,São Paulo
vanilla,6.8,1,B5052,Campinas
chocolate,3.7,4,D7337,Campinas
cookies and cream,8.04,4,C9360,Barueri
cookies and cream,2.69,1,B3946,Barueri
strawberry,7.22,1,B8212,Barueri
strawberry,4.9,4,A5346,São Paulo
mint chocolate chips,8.93,4,A9787,São Paulo
mint chocolate chips,8.11,1,A8639,Ribeirão Pires
strawberry,6.71,2,C6739,Campinas
vanilla,7.5,4,C6739,São Paulo
cookies and cream,2.11,4,C6250,Campinas
vanilla,1.25,4,B3946,São Paulo
chocolate,3.42,2,C6739,Barueri
chocolate,2.75,2,B5911,Ribeirão Pires
strawberry,1.83,4,A5346,Ribeirão Pires
chocolate,1.13,1,A8641,Barueri
strawberry,7.37,4,D2572,São Paulo
chocolate,4.64,1,C6250,São Paulo
strawberry,2.97,2,D6107,Ribeirão Pires
cookies and cream,9.58,2,A5289,Barueri
mint chocolate chips,8.97,1,D6895,São Paulo
mint chocolate chips,8.78,2,B2164,Campinas
strawberry,5.85,2,D1025,Ribeirão Pires
pistachio,1.81,4,A5346,Ribeirão Pires
pistachio,8.65,1,C3529,Campinas
pistachio,4.66,4,A5289,São Paulo
pistachio,7.06,3,D6506,Barueri
mint chocolate chips,5.65,2,B3946,Barueri
chocolate,9.17,2,B8212,São Paulo
strawberry,7.54,4,D9444,Campinas
chocolate,1.9,1,B6646,Campinas
chocolate,1.98,4,C2949,São Paulo
vanilla,6.35,1,C6250,Barueri
chocolate,6.33,1,D9444,Ribeirão Pires
chocolate,7.86,4,C1904,Campinas
vanilla,5.88,3,A1234,Campinas
cookies and cream,1.48,1,D1025,Ribeirão Pires
vanilla,6.93,2,A3907,São Paulo
pistachio,3.76,4,B5004,Barueri
pistachio,3.29,1,D8176,Campinas
cookies and cream,6.16,4,B5911,Campinas
chocolate,4.81,2,C2949,Campinas
chocolate,5.11,1,D3516,São Paulo
mint chocolate chips,3.16,3,B3946,Ribeirão Pires
cookies and cream,9.45,1,C6250,Barueri
cookies and cream,7.85,4,C2949,Barueri
vanilla,8.5,4,C2318,Campinas
chocolate,6.75,2,B2164,Campinas
vanilla,3.48,1,D8176,São Paulo
mint chocolate chips,1.57,2,B5004,São Paulo
pistachio,3.39,1,C6250,Barueri
mint chocolate chips,1.47,1,D5888,São Paulo
cookies and cream,7.01,3,D7337,Barueri
pistachio,6.25,1,B5004,Barueri
chocolate,3.73,4,B4383,Barueri
vanilla,9.24,2,A8641,Ribeirão Pires
vanilla,8.75,4,D7337,Barueri
strawberry,1.43,3,A2464,Ribeirão Pires
pistachio,4.32,2,A5289,Ribeirão Pires
pistachio,5.61,4,D6506,Barueri
strawberry,7.93,4,A3078,São Paulo
mint chocolate chips,2.44,2,B2148,Campinas
mint chocolate chips,4.03,2,A5289,São Paulo
vanilla,1.04,4,A5346,Barueri
pistachio,1.84,1,B5911,São Paulo
chocolate,1.28,2,A8641,Barueri
strawberry,2.99,2,A1234,Ribeirão Pires
vanilla,4.35,1,D7337,Barueri
cookies and cream,1.14,3,C2318,Ribeirão Pires
pistachio,4.15,3,B5911,Barueri
strawberry,4.13,4,B5004,São Paulo
strawberry,6.97,4,D3516,Campinas
vanilla,3.65,2,A8641,Barueri
mint chocolate chips,5.58,4,B2164,São Paulo
cookies and cream,6.51,3,C1904,São Paulo
mint chocolate chips,6.57,4,D6506,Campinas
pistachio,8.11,4,C7950,Campinas
mint chocolate chips,6.87,2,D6895,Ribeirão Pires
chocolate,3.78,2,B4252,Campinas
chocolate,3.47,2,B8212,Campinas
vanilla,8.15,3,C1904,Ribeirão Pires
strawberry,9.89,4,B5052,Ribeirão Pires
cookies and cream,3.07,4,C6505,Campinas
cookies and cream,9.51,1,A3907,Barueri
cookies and cream,1.07,4,B3946,Ribeirão Pires
pistachio,7.83,2,A1234,Campinas
cookies and cream,3.75,3,D2572,São Paulo
mint chocolate chips,2.19,4,A2464,São Paulo
mint chocolate chips,2.17,2,B2164,Campinas
strawberry,7.69,2,A3078,Barueri
strawberry,5.08,4,D8176,São Paulo
vanilla,2.56,1,A1252,Ribeirão Pires
strawberry,2.77,3,B5052,Campinas
mint chocolate chips,2.59,1,C2949,Barueri
pistachio,6.61,4,B2164,Ribeirão Pires
cookies and cream,6.62,1,C6250,São Paulo
cookies and cream,4.61,4,A2464,Campinas
vanilla,5.84,1,C6505,Campinas
vanilla,6.16,1,D8176,São Paulo
cookies and cream,5.66,2,D2572,Campinas
mint chocolate chips,9.75,4,B3946,Campinas
chocolate,7.68,1,D7337,Barueri
strawberry,2.78,4,C9360,Barueri
vanilla,6.74,3,C2318,Campinas
cookies and cream,9.06,4,A9787,Ribeirão Pires
strawberry,7.8,1,A1252,Ribeirão Pires
vanilla,9.0,4,D1025,Ribeirão Pires
strawberry,8.34,2,D1025,Barueri
mint chocolate chips,2.69,1,D6107,Barueri
pistachio,6.45,2,B5052,São Paulo
pistachio,6.9,3,A1252,Campinas
cookies and cream,1.43,3,C4371,São Paulo
vanilla,8.58,1,D3516,São Paulo
vanilla,9.53,2,D5888,Barueri
cookies and cream,5.91,4,B5004,Barueri
cookies and cream,4.22,2,B5911,São Paulo
pistachio,9.1,2,D6107,Ribeirão Pires
mint chocolate chips,2.14,1,B6646,Campinas
vanilla,2.97,2,D8176,Campinas
vanilla,5.0,2,D2572,Barueri
mint chocolate chips,3.46,4,A2464,Campinas
vanilla,8.67,2,A2464,Ribeirão Pires
vanilla,1.83,1,A5346,Barueri
vanilla,1.76,4,B8212,São Paulo
pistachio,2.66,4,D5888,São Paulo
vanilla,1.69,1,C9360,São Paulo
pistachio,8.91,2,B4383,Barueri
pistachio,6.37,2,D8176,São Paulo
strawberry,1.81,1,C7950,Ribeirão Pires
strawberry,4.42,2,C6739,Campinas
chocolate,1.41,2,D6895,São Paulo
chocolate,9.6,1,D6506,Ribeirão Pires
chocolate,3.04,1,B2164,Barueri
cookies and cream,1.69,4,C1904,São Paulo
vanilla,4.64,1,A3078,São Paulo
chocolate,1.72,4,C4371,São Paulo
pistachio,1.02,4,A8639,São Paulo
pistachio,4.39,2,B5004,Ribeirão Pires
cookies and cream,2.87,1,D2572,Campinas
mint chocolate chips,5.67,1,B5052,Ribeirão Pires
chocolate,9.15,2,D7337,Barueri
cookies and cream,7.16,1,D9444,Campinas
strawberry,9.53,3,C2318,São Paulo
vanilla,1.42,3,D8176,Barueri
pistachio,9.55,2,A8641,Campinas
vanilla,4.47,4,D6107,São Paulo
strawberry,3.51,4,C2318,São Paulo
pistachio,3.19,4,C6250,Ribeirão Pires
cookies and cream,3.12,1,C9360,Barueri
pistachio,2.74,3,D6506,Campinas
chocolate,7.18,3,A2464,Ribeirão Pires
vanilla,2.87,2,B6646,São Paulo
chocolate,3.22,1,D6107,São Paulo
strawberry,6.2,3,B4252,Barueri
chocolate,1.8,2,D7337,São Paulo
cookies and cream,4.6,1,A8639,Ribeirão Pires
cookies and cream,1.42,4,B4383,Ribeirão Pires
cookies and cream,1.51,1,A2464,Barueri
chocolate,9.19,1,D6107,São Paulo
cookies and cream,5.21,2,C7950,Barueri
pistachio,8.38,2,C1904,São Paulo
pistachio,1.38,1,D6506,Barueri
chocolate,2.87,3,D8176,São Paulo
chocolate,2.76,3,D2572,Barueri
mint chocolate chips,3.36,2,A2464,São Paulo
cookies and cream,3.24,1,D2572,Campinas
mint chocolate chips,5.27,4,B5004,Barueri
vanilla,2.42,2,C6505,Campinas
vanilla,3.43,3,C2318,Campinas
pistachio,9.0,4,B3946,Ribeirão Pires
chocolate,3.8,3,A5346,Barueri
mint chocolate chips,3.91,4,B5052,São Paulo
chocolate,6.69,2,A5346,São Paulo
mint chocolate chips,4.87,3,D9444,São Paulo
mint chocolate chips,5.39,1,C7950,Barueri
cookies and cream,3.65,4,A9787,Ribeirão Pires
cookies and cream,1.3,4,B5004,Ribeirão Pires
vanilla,8.85,2,B2148,Ribeirão Pires
cookies and cream,4.89,1,C3529,Campinas
cookies and cream,6.75,2,D6895,São Paulo
cookies and cream,5.19,1,D2572,São Paulo
strawberry,4.17,4,C6739,Ribeirão Pires
strawberry,1.21,2,A1252,São Paulo
chocolate,8.88,4,D9444,São Paulo
vanilla,2.33,2,A5289,Ribeirão Pires
vanilla,7.94,3,C6505,Ribeirão Pires
vanilla,1.07,3,D2572,Ribeirão Pires
vanilla,4.83,1,D3516,Campinas
strawberry,7.07,2,D6506,Barueri
mint chocolate chips,7.11,4,A5289,São Paulo
mint chocolate chips,2.15,1,A3907,Ribeirão Pires
chocolate,3.34,1,D1025,Ribeirão Pires
mint chocolate chips,6.68,1,A8639,São Paulo
vanilla,2.4,1,C3529,São Paulo
vanilla,5.12,2,C6739,São Paulo
mint chocolate chips,5.83,3,B3946,Barueri
chocolate,2.26,1,D3516,São Paulo
chocolate,5.83,3,B6646,Barueri
chocolate,2.57,3,D1025,Ribeirão Pires
mint chocolate chips,8.55,4,D8176,Barueri
cookies and cream,5.13,4,C4371,São Paulo
strawberry,6.59,3,A1252,Ribeirão Pires
mint chocolate chips,2.48,3,B8212,São Paulo
chocolate,5.98,3,D6506,Barueri
strawberry,8.75,3,D1025,Campinas
pistachio,7.55,2,C3529,Ribeirão Pires
vanilla,6.25,1,C2949,São Paulo
mint chocolate chips,7.05,3,C3529,São Paulo
chocolate,8.05,3,D6895,Ribeirão Pires
cookies and cream,5.47,4,D7337,Barueri
vanilla,9.77,2,B4252,Ribeirão Pires
cookies and cream,1.37,1,A3907,Barueri
pistachio,7.27,2,C6505,Campinas
mint chocolate chips,8.9,2,A5346,Ribeirão Pires
strawberry,6.62,3,B4383,São Paulo
pistachio,1.07,2,C9360,Ribeirão Pires
strawberry,9.95,3,A3907,São Paulo
strawberry,7.24,3,A3078,Barueri
pistachio,4.52,3,B4252,Barueri
mint chocolate chips,8.19,3,D1025,Ribeirão Pires
pistachio,1.99,2,C3529,Campinas
chocolate,2.41,2,A1234,Barueri
chocolate,9.95,3,D6506,Ribeirão Pires
mint chocolate chips,6.37,2,C6250,Barueri
chocolate,1.37,4,C4371,São Paulo
mint chocolate chips,2.3,2,D1025,Ribeirão Pires
pistachio,4.1,1,A8641,Ribeirão Pires
mint chocolate chips,2.07,3,D6895,Ribeirão Pires
cookies and cream,8.74,4,C3529,São Paulo
pistachio,9.63,2,B3946,Barueri
strawberry,5.41,3,B5004,Campinas
cookies and cream,7.31,2,D8176,Campinas
pistachio,5.88,2,B2148,São Paulo
mint chocolate chips,7.31,2,B5911,Barueri
chocolate,2.5,1,A1234,Campinas
vanilla,1.35,2,A1234,São Paulo
vanilla,5.6,2,B2164,São Paulo
pistachio,1.11,4,B5052,São Paulo
mint chocolate chips,3.71,1,D8176,Ribeirão Pires
chocolate,2.1,3,C2949,Ribeirão Pires
pistachio,3.05,4,A9787,Campinas
vanilla,6.72,3,D8176,Ribeirão Pires
pistachio,2.67,2,C2949,São Paulo
mint chocolate chips,6.96,2,C6505,Ribeirão Pires
mint chocolate chips,7.21,2,C7950,Ribeirão Pires
vanilla,9.02,1,A8639,Campinas
vanilla,3.68,2,D7337,Ribeirão Pires
pistachio,6.91,1,C9360,São Paulo
strawberry,6.18,3,B6646,Barueri
chocolate,7.48,4,D2572,Campinas
strawberry,9.57,4,B2164,São Paulo
mint chocolate chips,7.41,3,C2949,Campinas
mint chocolate chips,9.5,1,C1904,São Paulo
cookies and cream,9.8,1,C7950,Campinas
cookies and cream,1.74,4,B6646,Barueri
mint chocolate chips,8.98,2,D9444,São Paulo
vanilla,8.1,3,D3516,Campinas
strawberry,3.42,3,D9444,Barueri
strawberry,8.63,3,B5004,Ribeirão Pires
chocolate,2.28,3,D6506,Campinas
cookies and cream,4.53,4,B2148,São Paulo
cookies and cream,2.95,2,A8639,São Paulo
vanilla,3.7,2,D6506,São Paulo
cookies and cream,7.84,1,B5911,Ribeirão Pires
cookies and cream,1.7,4,C6250,São Paulo
cookies and cream,7.01,3,A2464,Barueri
strawberry,6.23,1,C7950,Ribeirão Pires
chocolate,3.68,2,B8212,Campinas
vanilla,4.31,2,B5911,Campinas
vanilla,6.56,1,D1025,Ribeirão Pires
chocolate,7.9,3,B2164,Campinas
cookies and cream,7.8,1,B4252,Ribeirão Pires
vanilla,5.37,3,A5346,São Paulo
pistachio,4.98,2,C3529,Barueri
mint chocolate chips,2.52,4,B2164,São Paulo
vanilla,8.15,3,C3529,Ribeirão Pires
mint chocolate chips,3.17,1,B6646,São Paulo
mint chocolate chips,8.35,2,D9444,Ribeirão Pires
chocolate,6.7,3,D3516,Campinas
cookies and cream,1.63,2,B3946,Barueri
pistachio,7.34,3,B8212,São Paulo
cookies and cream,9.09,1,B2164,Barueri
strawberry,1.32,1,B6646,Ribeirão Pires
mint chocolate chips,6.68,1,B8212,Campinas
pistachio,1.97,1,C6505,Campinas
strawberry,2.03,2,A1252,São Paulo
strawberry,1.89,3,A3078,Campinas
cookies and cream,2.37,4,C3529,Barueri
mint chocolate chips,6.42,2,A8641,Campinas
pistachio,7.09,2,B3946,São Paulo
pistachio,4.32,2,D6107,Barueri
chocolate,6.98,2,D5888,Campinas
mint chocolate chips,7.01,3,D9444,Ribeirão Pires
mint chocolate chips,6.29,1,B2164,Campinas
mint chocolate chips,5.64,2,A8639,São Paulo
mint chocolate chips,7.6,1,D2572,Campinas
mint chocolate chips,8.2,4,D6107,São Paulo
cookies and cream,8.24,1,D2572,São Paulo
vanilla,7.18,1,B5911,Ribeirão Pires
chocolate,1.93,2,D9444,Barueri
chocolate,7.6,3,A3907,Ribeirão Pires
strawberry,3.55,3,A1252,Ribeirão Pires
cookies and cream,1.35,4,B5052,Campinas
cookies and cream,5.5,2,A9787,São Paulo
pistachio,5.92,4,B8212,Ribeirão Pires
vanilla,4.32,3,D8176,Campinas
mint chocolate chips,4.97,4,D6506,Ribeirão Pires
strawberry,9.93,2,D6895,Ribeirão Pires
mint chocolate chips,8.68,2,C4371,Barueri
strawberry,8.58,1,C6505,Barueri
cookies and cream,4.48,1,D9444,Campinas
pistachio,5.73,4,C7950,Ribeirão Pires
cookies and cream,9.81,4,C9360,Ribeirão Pires
vanilla,6.5,2,A3907,Campinas
vanilla,2.82,3,B3946,São Paulo
cookies and cream,3.62,3,A5289,Ribeirão Pires
cookies and cream,2.77,2,A5346,São Paulo
mint chocolate chips,3.9,4,B3946,Campinas
chocolate,5.81,3,A1234,São Paulo
strawberry,8.92,1,C9360,São Paulo
mint chocolate chips,4.44,3,A9787,Campinas
vanilla,8.82,4,D6506,Ribeirão Pires
vanilla,7.73,2,D7337,Ribeirão Pires
vanilla,7.52,2,C6505,Barueri
vanilla,9.77,1,D5888,São Paulo
vanilla,6.16,2,C6505,Ribeirão Pires
pistachio,7.95,4,B5052,São Paulo
pistachio,5.4,4,B5004,Campinas
cookies and cream,9.75,4,C6505,Barueri
cookies and cream,3.2,2,C6739,São Paulo
mint chocolate chips,2.87,4,A8639,Ribeirão Pires
chocolate,4.73,3,C6739,Barueri
pistachio,2.74,2,C3529,São Paulo
chocolate,6.58,2,D7337,São Paulo
cookies and cream,5.8,2,D5888,Barueri
chocolate,4.6,4,D5888,Barueri
chocolate,1.83,3,C2318,Campinas
pistachio,7.72,3,C6505,Ribeirão Pires
strawberry,8.34,1,D6506,Ribeirão Pires
chocolate,7.23,4,C7950,São Paulo
mint chocolate chips,8.1,3,B5052,Barueri
chocolate,8.9,1,D2572,Barueri
strawberry,1.14,3,A2464,Campinas
vanilla,6.26,1,A9787,Campinas
vanilla,6.76,2,B5911,Barueri
cookies and cream,7.46,3,A8639,Ribeirão Pires
strawberry,6.42,4,C7950,Ribeirão Pires
chocolate,2.26,3,A3907,Barueri
vanilla,8.79,1,A8639,Barueri
mint chocolate chips,5.1,3,A9787,Barueri
mint chocolate chips,9.66,3,C1904,Barueri
pistachio,5.59,4,B2164,Barueri
vanilla,6.25,3,C6250,Campinas
strawberry,9.88,3,B3946,São Paulo
strawberry,8.09,4,B8212,Campinas
cookies and cream,1.63,2,A5346,Ribeirão Pires
strawberry,8.12,1,D1025,Campinas
strawberry,1.64,1,A1252,Campinas
mint chocolate chips,4.67,3,B3946,Campinas
cookies and cream,2.94,3,C6250,Campinas
mint chocolate chips,9.52,3,B5004,Ribeirão Pires
chocolate,3.24,4,C2949,Campinas
mint chocolate chips,8.7,3,A9787,São Paulo
pistachio,4.17,1,B5004,Barueri
pistachio,6.09,4,A9787,Campinas
pistachio,9.98,1,B5004,Ribeirão Pires
chocolate,7.4,3,B2164,São Paulo
strawberry,6.82,4,B5004,Ribeirão Pires
cookies and cream,2.32,4,D3516,Ribeirão Pires
pistachio,6.94,3,A1234,Barueri
pistachio,9.02,3,B5911,São Paulo
chocolate,6.71,3,D6895,Campinas
chocolate,7.91,3,D8176,Barueri
strawberry,2.91,1,A8641,Campinas
mint chocolate chips,8.99,4,D1025,São Paulo
chocolate,1.48,1,A5289,Campinas
chocolate,2.93,1,B2148,Campinas
cookies and cream,8.86,1,D3516,Campinas
vanilla,9.45,2,D6895,Campinas
chocolate,6.93,4,D6107,São Paulo
strawberry,7.65,4,C3529,São Paulo
cookies and cream,4.3,3,C7950,Barueri
chocolate,2.38,2,D2572,São Paulo
vanilla,2.65,3,B2148,São Paulo
mint chocolate chips,5.44,4,B3946,Campinas
mint chocolate chips,1.32,1,D2572,Ribeirão Pires
cookies and cream,8.37,1,D6107,Ribeirão Pires
mint chocolate chips,4.83,4,B4252,São Paulo
pistachio,5.4,2,C4371,Campinas
chocolate,7.76,1,A3078,Campinas
vanilla,4.95,1,C9360,Campinas
chocolate,1.4,3,B4252,São Paulo
pistachio,8.61,1,A1252,Campinas
pistachio,6.99,3,B4252,São Paulo
vanilla,9.46,4,C2318,São Paulo
strawberry,9.11,1,C6505,São Paulo
pistachio,2.49,1,C2318,Ribeirão Pires
vanilla,5.28,1,D3516,Campinas
vanilla,6.9,2,D5888,São Paulo
chocolate,4.92,1,B5052,Barueri
strawberry,6.15,3,B5052,Campinas
mint chocolate chips,3.47,2,B5911,Ribeirão Pires
vanilla,9.3,2,D7337,Ribeirão Pires
mint chocolate chips,9.97,3,D5888,Ribeirão Pires
chocolate,2.34,3,C7950,Barueri
vanilla,4.53,2,C6505,São Paulo
pistachio,8.88,3,A5289,Barueri
vanilla,3.67,3,D8176,Barueri
chocolate,7.76,1,B3946,Campinas
cookies and cream,3.13,1,C1904,Barueri
vanilla,2.69,2,C4371,Barueri
chocolate,3.5,3,D6895,Campinas
strawberry,2.95,3,A1252,São Paulo
chocolate,2.16,2,B4252,Campinas
vanilla,2.24,2,B4383,Barueri
pistachio,4.05,4,A9787,Ribeirão Pires
mint chocolate chips,1.53,2,D7337,Barueri
pistachio,1.12,4,B5052,Campinas
strawberry,9.31,3,B2164,Barueri
chocolate,7.85,3,A8639,Barueri
chocolate,3.21,4,C6505,Ribeirão Pires
strawberry,4.61,2,A8641,Barueri
pistachio,2.92,1,D9444,Campinas
strawberry,6.41,2,C2318,Barueri
chocolate,9.49,3,A5346,Ribeirão Pires
chocolate,9.33,2,A1234,Barueri
pistachio,9.07,3,D5888,Ribeirão Pires
vanilla,1.76,2,C3529,Barueri
cookies and cream,9.61,1,C6505,São Paulo
mint chocolate chips,5.88,3,A3078,Campinas
vanilla,2.08,2,A2464,Barueri
vanilla,5.13,3,D6506,Campinas
chocolate,2.28,3,B3946,Barueri
chocolate,1.94,1,C1904,Campinas
cookies and cream,1.94,2,C4371,Ribeirão Pires
strawberry,6.79,1,D5888,Campinas
pistachio,7.91,1,A8639,São Paulo
pistachio,3.3,3,A5346,São Paulo
cookies and cream,3.49,2,C3529,Campinas
mint chocolate chips,1.84,2,C4371,Ribeirão Pires
strawberry,4.26,2,A9787,Barueri
chocolate,1.15,2,C2318,Barueri
strawberry,5.06,2,B4383,Campinas
strawberry,7.68,3,B6646,Ribeirão Pires
strawberry,4.02,4,A9787,São Paulo
vanilla,7.71,2,C9360,São Paulo
vanilla,7.99,4,D6895,Campinas
vanilla,5.76,4,A3907,Ribeirão Pires
pistachio,5.01,3,C2949,São Paulo
mint chocolate chips,8.99,4,B5911,São Paulo
pistachio,3.09,1,D1025,Campinas
strawberry,1.71,2,A8641,São Paulo
vanilla,3.4,3,C2949,Ribeirão Pires
strawberry,9.6,1,A5289,Campinas
cookies and cream,1.7,1,C9360,Campinas
chocolate,5.07,1,B8212,São Paulo
pistachio,1.96,4,B5004,Barueri
chocolate,7.65,1,D7337,Ribeirão Pires
mint chocolate chips,4.85,3,B4252,Barueri
mint chocolate chips,8.4,2,B4252,São Paulo
cookies and cream,6.67,3,A3078,Ribeirão Pires
strawberry,5.18,3,A1234,São Paulo
strawberry,4.73,3,C2318,Barueri
vanilla,4.15,2,B3946,São Paulo
cookies and cream,1.17,3,C4371,Ribeirão Pires
chocolate,1.67,3,D3516,Ribeirão Pires
strawberry,8.61,2,D2572,Campinas
chocolate,1.86,4,D6895,Barueri
mint chocolate chips,4.75,1,D6107,Barueri
mint chocolate chips,2.26,3,A1234,São Paulo
strawberry,7.62,4,C6739,São Paulo
cookies and cream,5.08,3,A9787,São Paulo
chocolate,9.54,4,C1904,Barueri
chocolate,8.75,2,A5346,Barueri
strawberry,7.87,2,D5888,Campinas
cookies and cream,7.37,1,C6250,Barueri
vanilla,3.25,2,C6250,Campinas
vanilla,4.87,1,C6250,Barueri
strawberry,6.81,1,D9444,Campinas
vanilla,1.49,2,D9444,Ribeirão Pires
pistachio,4.69,2,A5289,São Paulo
vanilla,9.44,3,A2464,São Paulo
vanilla,7.3,1,C2949,São Paulo
mint chocolate chips,9.5,1,C7950,São Paulo
mint chocolate chips,4.49,3,A8639,São Paulo
vanilla,8.31,3,B2148,Barueri
chocolate,1.69,3,D7337,São Paulo
strawberry,5.1,4,D9444,São Paulo
chocolate,7.09,3,C6250,São Paulo
cookies and cream,8.05,2,A8639,São Paulo
strawberry,7.67,4,B2148,Barueri
strawberry,1.23,2,C3529,Barueri
chocolate,7.86,2,C2318,São Paulo
mint chocolate chips,9.71,1,C4371,Ribeirão Pires
mint chocolate chips,8.47,3,B5052,São Paulo
pistachio,5.55,1,A8641,São Paulo
mint chocolate chips,8.5,1,B8212,Campinas
strawberry,3.98,4,C6739,Barueri
strawberry,3.18,4,C6739,São Paulo
pistachio,1.6,1,B4252,Barueri
strawberry,2.02,3,C9360,São Paulo
chocolate,5.11,2,A8639,São Paulo
strawberry,8.93,1,B2164,Campinas
pistachio,8.69,1,A5289,Ribeirão Pires
vanilla,2.33,4,A9787,Barueri
strawberry,9.48,2,C2318,Barueri
pistachio,6.51,4,A5346,São Paulo
mint chocolate chips,7.03,3,C6250,Campinas
mint chocolate chips,3.29,4,D3516,Campinas
vanilla,8.41,1,A3907,Campinas
vanilla,4.13,1,A1234,Ribeirão Pires
mint chocolate chips,3.49,1,D6895,São Paulo
pistachio,5.3,4,A2464,São Paulo
cookies and cream,1.85,1,A5289,Ribeirão Pires
mint chocolate chips,3.12,2,B4383,Campinas
pistachio,4.27,2,C4371,São Paulo
pistachio,7.37,3,C4371,Ribeirão Pires
chocolate,3.54,4,A1252,Barueri
pistachio,3.41,1,C1904,São Paulo
strawberry,6.28,3,A1252,Barueri
cookies and cream,9.33,3,C3529,Ribeirão Pires
pistachio,2.61,4,B6646,São Paulo
pistachio,2.11,2,D6895,Ribeirão Pires
strawberry,1.01,2,D6895,São Paulo
pistachio,2.52,4,B8212,Ribeirão Pires
pistachio,3.6,2,B8212,Campinas
vanilla,4.41,4,C4371,Campinas
vanilla,7.45,1,D1025,Campinas
vanilla,5.23,4,A5346,São Paulo
pistachio,2.16,2,B8212,Ribeirão Pires
chocolate,9.59,3,B8212,Ribeirão Pires
chocolate,9.28,1,C4371,Campinas
vanilla,1.32,1,A3907,São Paulo
chocolate,6.84,2,D7337,São Paulo
pistachio,6.83,3,C7950,Ribeirão Pires
strawberry,9.71,3,D3516,Ribeirão Pires
pistachio,6.71,4,B8212,Campinas
cookies and cream,7.62,1,C3529,Barueri
pistachio,9.18,2,D6107,Barueri
chocolate,8.46,3,A3907,São Paulo
pistachio,6.39,2,D7337,Ribeirão Pires
vanilla,9.61,3,B3946,São Paulo
cookies and cream,3.83,4,D1025,São Paulo
strawberry,2.18,4,B4252,São Paulo
strawberry,4.58,4,A1252,Barueri
chocolate,4.56,2,C6250,Barueri
pistachio,4.11,3,B5052,Barueri
vanilla,6.9,4,C2949,São Paulo
chocolate,5.14,4,C6739,São Paulo
cookies and cream,8.57,4,C3529,Campinas
mint chocolate chips,1.88,3,C2318,Campinas
chocolate,7.72,2,D5888,Barueri
vanilla,8.67,1,D9444,Barueri
cookies and cream,4.63,2,A5346,Ribeirão Pires
mint chocolate chips,9.11,4,D1025,São Paulo
chocolate,6.96,1,C6250,Ribeirão Pires
mint chocolate chips,1.92,2,C4371,Ribeirão Pires
vanilla,4.96,4,C7950,Campinas
strawberry,9.85,3,A2464,Barueri
cookies and cream,5.59,2,C7950,Campinas
strawberry,6.67,2,D1025,Ribeirão Pires
pistachio,3.86,1,C6505,São Paulo
strawberry,7.27,2,A1252,Campinas
chocolate,4.99,2,D8176,Ribeirão Pires
cookies and cream,2.96,3,B5004,Barueri
vanilla,7.04,1,C1904,Ribeirão Pires
vanilla,9.89,4,D3516,Barueri
vanilla,6.01,4,A3078,Ribeirão Pires
chocolate,5.56,1,D6506,São Paulo
strawberry,9.52,3,B4383,São Paulo
cookies and cream,5.21,4,D6895,Barueri
vanilla,3.92,3,D8176,Campinas
chocolate,6.58,1,B3946,Barueri
mint chocolate chips,9.96,2,D9444,São Paulo
vanilla,2.26,2,B4383,Ribeirão Pires
chocolate,9.07,4,C9360,São Paulo
vanilla,9.58,2,B2164,Campinas
pistachio,5.05,4,D7337,São Paulo
chocolate,1.9,1,C6739,São Paulo
pistachio,7.15,1,B5004,São Paulo
pistachio,4.23,4,C1904,Campinas
vanilla,3.19,1,B3946,Barueri
mint chocolate chips,2.97,2,D5888,Campinas
cookies and cream,1.01,4,C2949,Barueri
strawberry,7.33,2,D8176,Barueri
chocolate,4.18,1,B5911,Barueri
strawberry,2.27,1,C2949,Barueri
pistachio,7.85,4,B2148,Barueri
pistachio,3.79,4,A3907,São Paulo
chocolate,6.21,3,D9444,Campinas
chocolate,9.54,3,B5052,Campinas
pistachio,3.38,1,A1252,São Paulo
pistachio,4.02,2,A1252,Campinas
mint chocolate chips,7.2,1,B8212,Ribeirão Pires
mint chocolate chips,6.01,4,B3946,São Paulo
mint chocolate chips,2.0,1,C6739,Barueri
strawberry,7.43,2,B2164,São Paulo
cookies and cream,8.95,3,D8176,Campinas
strawberry,4.82,3,C2949,Campinas
pistachio,5.67,3,C6250,Barueri
cookies and cream,9.76,4,B4383,Campinas
mint chocolate chips,8.01,2,A1252,Barueri
pistachio,1.68,4,C6505,Campinas
chocolate,3.77,1,D2572,Barueri
strawberry,7.1,3,A8641,Ribeirão Pires
pistachio,3.66,3,A8639,Campinas
cookies and cream,7.87,4,D3516,São Paulo
cookies and cream,4.11,4,C2318,São Paulo
strawberry,3.71,3,C6250,Barueri
chocolate,9.05,3,B2164,Ribeirão Pires
strawberry,9.24,2,D9444,Barueri
chocolate,4.39,1,C3529,São Paulo
cookies and cream,4.9,2,A1234,Barueri
